id,ib_var_1,ib_var_2,ib_var_3,ib_var_4,ib_var_5,ib_var_6,ib_var_7,ib_var_8,ib_var_9,ib_var_10,ib_var_11,ib_var_12,ib_var_13,ib_var_14,ib_var_15,ib_var_16,ib_var_17,ib_var_18,ib_var_19,ib_var_20,ib_var_21,icn_var_22,icn_var_23,icn_var_24,ico_var_25,ico_var_26,ico_var_27,ico_var_28,ico_var_29,ico_var_30,ico_var_31,ico_var_32,ico_var_33,ico_var_34,ico_var_35,ico_var_36,ico_var_37,ico_var_38,ico_var_39,ico_var_40,ico_var_41,ico_var_42,ico_var_43,ico_var_44,ico_var_45,ico_var_46,ico_var_47,ico_var_48,ico_var_49,ico_var_50,ico_var_51,ico_var_52,ico_var_53,ico_var_54,ico_var_55,ico_var_56,ico_var_57,ico_var_58,ico_var_59,ico_var_60,ico_var_61,ico_var_62,ico_var_63,ico_var_64,if_var_65,if_var_66,if_var_67,if_var_68,if_var_69,if_var_70,if_var_71,if_var_72,if_var_73,if_var_74,if_var_75,if_var_76,if_var_77,if_var_78,if_var_79,if_var_80,if_var_81
554,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,5,4,4,4,4,1,9,12,7,3,2,2,3,2,2,4,4,2,4,2,2,1,2,1,4,2,4,2,3,3,3,2,2,2,2,3,2,26,100,5,925.2000122,1542,1,4,4,0.824999988,0,13,7,0.466666669,4.122,2056,0.600000024,1
555,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,2,1,3,4,4,4,4,4,4,4,4,1,13,23,1,2,2,2,2,2,2,4,4,2,4,2,2,2,3,2,3,2,2,2,2,3,2,2,3,2,2,2,3,28,100,7,514,514,2,2,3,0.800000012,0,19,8,0.400000006,1.7561,514,0.600000024,2
556,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,1,3,4,3,3,3,3,3,4,2,1,12,11,1,2,2,3,3,2,3,3,3,2,4,3,2,2,2,2,2,2,2,3,3,3,3,2,2,3,3,3,2,40,100,4,2467.199951,2467.199951,1,1,3,0.625,0,7,11,0.5,2.8049,1028,0.566666663,4
557,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,3,4,4,4,4,4,1,5,1,1,3,2,3,4,3,4,4,4,2,4,3,4,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,2,37,100,3,514,2056,2,3,3,0.774999976,0,7,11,0.633333325,6.1463,1542,0.699999988,4
558,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,1,2,4,4,5,5,5,5,4,4,6,9,12,7,4,4,2,2,2,2,5,4,2,5,1,4,1,2,4,4,2,4,1,2,2,4,2,2,2,2,2,1,34,100,6,205.6000061,9252,1,2,4,0.899999976,3,11,7,0.533333361,19.439,1233.599976,0.699999988,2
559,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,3,1,1,3,3,3,3,3,3,3,3,1,5,15,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,34,100,3,2056,2056,1,1,5,0.600000024,0,19,19,0.600000024,1.8293,2056,0.600000024,2
560,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,3,1,1,4,4,4,5,3,4,5,4,15,11,23,13,4,3,3,2,4,4,3,2,2,3,4,4,3,3,2,2,3,3,4,3,2,4,2,3,2,4,4,2,35,100,11,1028,5140,2,3,4,0.824999988,0,7,6,0.666666687,45.5685,5140,0.600000024,4
561,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,3,4,4,4,10,12,10,10,4,4,3,2,2,2,4,4,2,4,4,5,2,2,2,4,2,4,2,3,3,4,2,3,2,4,3,2,43,100,5,1542,15420,1,4,4,0.774999976,1,11,4,0.566666663,4.8293,5140,0.766666651,4
562,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,2,1,1,5,5,4,4,5,4,3,4,1,10,14,12,4,2,4,3,3,2,4,5,2,5,3,1,1,1,2,4,1,4,1,2,1,4,3,2,1,3,2,1,34,100,5,411.2000122,1850.400024,1,5,6,0.850000024,0,5,3,0.600000024,10.8049,1028,0.666666687,3
563,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,3,3,3,3,3,3,3,3,1,14,18,10,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3,3,3,4,3,3,2,4,3,3,3,3,3,3,38,100,8,2056,1028,1,2,1,0.600000024,0,16,12,0.600000024,4.0244,2570,0.666666687,5
564,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,2,4,4,4,4,5,4,4,4,1,5,7,1,4,4,4,3,4,3,4,5,2,5,4,4,1,2,2,4,1,4,2,2,1,4,2,2,2,4,2,1,30,100,15,2158.800049,1542,1,1,2,0.824999988,0,9,5,0.733333349,7.9268,1233.599976,0.800000012,1
565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,2,3,2,4,4,4,4,4,2,3,3,1,9,2,1,4,4,4,3,4,3,5,4,2,4,4,4,2,3,3,3,3,3,3,3,3,3,3,2,3,4,3,2,50,100,15,308.3999939,925.2000122,2,1,2,0.699999988,0,9,11,0.733333349,24.9756,514,0.766666651,5
566,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,2,5,1,5,5,5,5,5,5,5,5,1,11,17,5,4,4,2,1,2,4,5,5,2,5,4,4,1,1,4,4,2,4,1,1,2,4,1,2,1,4,1,1,26,100,4,719.5999756,719.5999756,1,6,7,1,1,9,6,0.566666663,7.878,2056,0.833333313,1
567,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,3,4,17,16,5,17,4,3,4,3,3,3,4,4,3,4,4,4,2,2,2,4,2,4,2,2,2,3,2,2,2,4,2,2,35,100,10,1953.199951,9252,1,4,3,0.774999976,0,8,8,0.666666687,14.5366,1542,0.766666651,4
568,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,2,1,1,4,4,3,4,3,4,3,4,19,8,23,19,4,4,4,2,4,3,3,4,2,4,4,4,2,2,3,4,3,4,2,1,2,2,3,3,2,3,3,2,38,100,13,2056,9252,1,3,3,0.725000024,0,5,6,0.699999988,11.3902,5140,0.699999988,2
569,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,4,1,1,5,5,4,5,4,5,5,5,1,9,19,5,4,4,2,1,4,4,5,5,2,5,4,5,1,1,4,4,1,4,2,1,1,4,1,1,1,2,1,1,38,100,8,719.5999756,2878.399902,1,6,2,0.949999988,0,5,8,0.633333325,5.1463,2570,0.866666675,3
570,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,2,1,2,5,5,5,5,5,5,5,5,1,19,7,11,1,1,1,1,1,1,5,5,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,100,4,616.7999878,6168,2,1,6,1,0,17,18,0.200000003,6.3659,2056,0.566666663,1
571,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,3,1,3,4,4,3,3,5,3,3,3,1,18,10,1,3,3,3,3,2,2,4,3,2,4,2,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,2,29,100,10,308.3999939,5140,1,5,4,0.699999988,0,14,12,0.533333361,2.4878,1028,0.566666663,0
572,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,4,4,4,4,17,13,14,13,4,2,4,2,3,4,4,4,2,4,2,4,2,2,2,3,2,3,2,3,3,3,3,3,2,3,2,2,45,100,7,205.6000061,5140,1,4,2,0.800000012,1,10,9,0.633333325,5.0244,1028,0.666666687,3
573,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,5,5,5,5,4,3,3,3,1,7,6,3,5,3,4,3,3,3,5,4,3,5,2,3,2,1,3,3,3,1,1,3,3,4,1,2,1,3,1,1,34,100,5,719.5999756,4626,1,1,1,0.824999988,0,7,7,0.699999988,5.7317,8224,0.733333349,1
574,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,1,5,5,4,5,4,4,5,5,3,12,3,5,5,1,1,2,2,1,4,5,1,5,1,5,1,3,2,1,2,4,1,3,1,4,1,2,2,5,1,1,34,100,5,822.4000244,2981.199951,1,3,2,0.925000012,5,8,5,0.400000006,7.6341,2570,0.699999988,4
575,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,3,1,2,3,2,3,4,3,3,5,3,8,8,8,10,2,2,2,3,2,2,3,3,2,4,3,2,2,3,2,3,3,3,2,2,2,2,1,3,3,3,2,3,40,100,3,3084,3084,1,1,5,0.649999976,1,5,6,0.433333337,2.6585,3084,0.566666663,3
576,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,4,3,4,7,17,11,5,4,4,4,2,4,4,4,4,2,4,4,4,2,2,2,4,2,4,2,2,2,4,2,2,2,4,3,2,45,100,9,6168,6168,3,4,5,0.774999976,0,11,8,0.733333349,8.0488,3084,0.733333349,2
577,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,1,2,4,4,4,4,4,4,3,4,1,13,12,14,2,2,2,2,2,2,3,4,2,4,2,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,2,31,100,5,3598,4112,1,1,6,0.774999976,0,14,15,0.400000006,2.4146,3598,0.600000024,2
578,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,2,1,3,5,4,5,5,3,5,2,5,7,5,11,3,4,5,2,5,5,5,5,5,2,5,3,5,1,1,1,5,3,5,1,2,1,4,3,1,1,5,5,1,26,100,4,2056,20560,1,5,3,0.850000024,0,3,6,0.866666675,9.1707,5140,0.833333313,2
579,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,1,1,4,4,4,4,3,4,4,4,1,9,18,1,4,2,2,2,2,2,3,4,2,5,2,2,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,42,100,22,616.7999878,6168,1,2,4,0.774999976,1,12,12,0.466666669,5.6341,5140,0.600000024,4
580,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,3,1,2,4,5,5,3,4,5,4,5,1,8,8,1,3,2,2,3,1,3,3,4,3,3,2,2,3,2,2,3,3,1,2,3,2,2,3,3,3,2,2,2,54,100,20,3084,10280,1,1,7,0.875,0,6,10,0.466666669,5.7073,5140,0.566666663,4
581,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,4,1,1,5,4,5,5,5,3,5,4,1,8,8,1,4,4,4,3,2,1,5,4,1,5,1,2,1,1,1,4,1,4,1,2,1,4,1,1,2,4,2,1,44,100,6,719.5999756,6168,1,3,5,0.899999976,1,9,6,0.600000024,13.3171,5140,0.600000024,2
582,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,1,3,3,4,2,3,3,2,3,12,14,23,14,3,2,4,3,2,2,4,4,2,3,2,4,3,2,2,2,3,2,3,3,3,3,3,2,4,4,4,2,41,100,7,1028,1028,2,2,4,0.574999988,1,4,8,0.533333361,10.5122,1028,0.633333325,4
583,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,1,5,5,5,5,5,5,5,5,1,17,23,9,1,1,1,1,5,4,5,4,1,5,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,45,100,23,1028,5140,1,1,2,1,3,14,11,0.433333337,8.2195,5140,0.566666663,4
584,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,2,5,3,4,4,4,4,4,3,3,4,1,13,23,10,4,3,4,4,4,4,3,4,2,4,2,4,2,2,4,4,2,4,2,2,1,4,2,2,2,4,2,2,26,100,5,514,3084,1,8,7,0.75,1,10,8,0.766666651,19.0732,2570,0.633333325,0
585,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,3,1,1,4,4,4,4,3,4,3,4,12,11,23,12,4,2,2,2,2,2,4,4,4,4,2,4,2,2,3,2,2,4,2,2,3,2,2,2,2,4,2,3,50,100,20,822.4000244,822.4000244,1,4,4,0.75,2,9,5,0.466666669,18.9024,2056,0.733333349,2
586,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,2,2,4,4,5,4,5,4,5,4,1,11,15,9,3,4,3,4,3,3,5,5,3,5,4,4,1,2,2,4,1,4,2,2,1,4,1,2,2,3,3,4,30,100,8,1028,5140,1,7,3,0.875,0,3,6,0.666666687,5.0732,5140,0.866666675,2
587,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,4,5,4,5,5,5,5,7,9,23,7,4,4,3,4,2,4,4,4,2,5,2,4,2,2,2,1,1,1,2,1,1,4,2,1,1,2,1,2,33,100,2,4626,4626,1,2,1,0.949999988,2,5,6,0.699999988,7.1707,3084,0.699999988,4
588,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,4,1,1,5,5,4,5,5,5,5,5,1,12,18,1,4,1,4,4,4,4,4,5,1,5,1,4,1,1,4,4,1,1,1,1,1,1,2,1,1,1,1,2,29,100,8,2056,3598,1,4,4,0.975000024,2,10,10,0.699999988,6.1951,2570,0.666666687,2
589,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,5,7,1,4,3,4,3,4,4,4,4,2,4,4,4,2,2,2,4,3,4,2,2,2,4,2,2,2,3,3,2,41,100,3,514,1028,1,3,3,0.800000012,0,11,8,0.733333349,6.6585,1542,0.733333349,2
590,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,4,1,1,5,4,4,5,5,4,4,5,1,9,15,1,4,4,4,4,4,4,4,4,2,4,4,4,2,2,1,1,2,1,2,2,2,4,2,2,2,2,1,1,27,100,8,1542,3598,1,3,2,0.899999976,0,11,12,0.800000012,8.8537,5140,0.733333349,3
591,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,3,5,5,4,5,4,4,5,1,12,18,9,4,2,4,4,4,4,4,4,2,4,4,4,1,2,2,2,2,4,2,3,2,4,2,4,2,4,4,2,34,100,5,1028,10280,1,6,8,0.875,0,8,4,0.733333349,5.8049,3084,0.733333349,3
592,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,1,2,4,5,4,5,4,5,5,6,9,9,6,1,2,1,1,4,4,4,2,2,4,2,4,1,2,2,4,1,4,1,1,1,4,1,1,1,4,1,1,40,100,10,7196,7196,1,3,2,0.850000024,9,8,7,0.433333337,22.0732,10280,0.600000024,3
593,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,2,1,1,3,3,3,3,3,3,3,3,9,9,5,9,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,38,100,6,1542,5140,1,2,3,0.600000024,0,17,17,0.600000024,2,5140,0.633333325,2
594,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,3,3,4,3,3,3,3,3,3,5,14,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,52,100,9,1028,4112,1,1,2,0.625,0,15,17,0.600000024,1.7561,3084,0.566666663,1
595,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,2,1,2,4,4,3,4,4,5,4,4,3,14,7,3,4,2,2,3,2,2,4,4,2,4,2,2,2,3,2,3,2,2,3,2,2,3,3,2,3,3,2,2,32,100,18,2056,9252,1,4,2,0.800000012,1,11,7,0.5,11.3659,514,0.600000024,1
596,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,2,1,1,3,3,3,3,3,3,3,3,13,7,15,1,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,31,100,7,2056,2056,1,5,7,0.600000024,0,17,17,0.566666663,3.2195,1542,0.600000024,2
597,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,5,4,4,4,3,3,1,9,12,1,4,2,3,2,3,2,4,5,2,4,2,3,3,2,1,2,2,1,1,2,3,2,2,1,2,3,2,2,47,100,4,2056,3598,1,2,6,0.774999976,0,8,3,0.533333361,7.4878,2570,0.666666687,3
598,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,5,3,4,4,4,4,4,4,4,4,1,9,23,1,4,3,2,1,4,3,4,5,2,4,1,2,2,2,2,3,2,3,2,3,2,2,2,2,2,4,2,2,26,100,4,411.2000122,616.7999878,1,4,7,0.800000012,0,9,8,0.566666663,6.561,1542,0.600000024,0
599,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,5,3,4,5,4,5,4,5,4,4,1,7,9,1,3,3,2,3,2,2,4,4,3,4,3,3,2,1,2,4,2,4,1,1,2,3,2,3,2,3,2,1,23,100,5,5140,10280,1,1,2,0.875,0,5,1,0.5,10,5140,0.699999988,0
600,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,3,3,5,5,3,3,5,5,11,12,17,11,1,1,2,3,3,5,5,5,1,5,3,3,3,3,1,3,3,3,3,3,1,1,3,1,3,3,1,3,37,100,8,5140,15420,2,2,3,0.800000012,0,10,9,0.5,13.2195,5654,0.733333349,3
601,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,2,4,4,4,4,4,4,4,4,12,12,12,12,4,2,2,2,4,2,4,4,2,4,4,4,2,2,3,4,2,4,3,2,4,4,2,4,2,4,2,2,28,100,5,2056,2467.199951,1,2,2,0.800000012,0,13,7,0.533333361,13.3659,1028,0.733333349,2
602,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,4,4,5,4,4,4,4,2,12,16,22,5,4,5,2,3,4,4,5,4,5,2,2,1,2,2,5,1,5,2,2,2,4,2,3,2,3,3,2,45,100,18,2570,29298,1,5,1,0.850000024,0,5,4,0.766666651,8.2195,5140,0.733333349,3
603,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,4,1,1,3,3,3,3,3,3,3,3,6,1,22,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,51,100,15,2570,2570,2,1,1,0.600000024,0,19,19,0.600000024,1.6585,4112,0.600000024,1
604,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,2,1,1,5,5,2,2,4,2,4,5,14,12,19,14,4,4,4,4,4,4,2,2,4,5,1,2,1,2,1,4,1,4,1,1,4,4,1,1,4,4,1,1,52,100,5,5140,5140,1,5,5,0.725000024,10,10,9,0.800000012,30.3902,1028,0.533333361,1
605,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,5,3,4,17,12,23,17,4,3,3,4,4,5,5,5,3,5,5,5,1,1,5,4,2,5,2,3,2,5,2,3,2,4,1,1,51,100,22,8738,12336,1,4,5,0.800000012,0,7,3,0.766666651,10.0488,3598,0.933333337,1
606,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,3,3,4,4,4,5,4,3,3,12,3,23,5,3,2,2,3,3,3,3,4,2,4,2,2,1,3,2,3,1,2,3,2,3,2,3,2,2,4,2,1,30,100,7,5140,7401.600098,1,3,5,0.75,0,11,2,0.533333361,3.6585,4112,0.566666663,1
607,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,4,4,4,4,4,4,4,5,5,23,5,3,3,3,3,3,3,5,4,2,4,2,5,1,2,3,3,2,3,2,2,2,3,2,3,1,3,3,1,34,100,16,2056,15420,1,1,1,0.824999988,2,13,4,0.600000024,5,15294,0.733333349,3
608,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,2,1,1,5,5,5,5,5,5,5,3,13,9,13,11,3,1,5,4,1,4,4,4,2,5,1,3,1,2,1,2,2,2,1,1,1,4,1,2,1,1,2,1,63,100,12,1028,24672,1,1,1,0.949999988,0,8,7,0.600000024,3.561,10280,0.633333325,1
609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,3,1,4,3,3,3,4,3,2,4,1,8,17,4,4,3,3,2,2,3,4,3,3,4,3,2,2,2,3,4,3,4,2,2,2,2,4,2,3,4,3,2,43,100,10,6990.399902,7710,3,1,1,0.649999976,1,4,5,0.566666663,25.0244,3598,0.633333325,1
610,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,5,5,5,4,5,5,5,5,1,11,23,5,2,4,2,1,2,2,4,5,2,5,4,4,1,2,4,4,1,4,1,1,4,4,1,1,1,4,1,1,39,100,6,308.3999939,1542,1,6,5,0.975000024,0,8,10,0.433333337,5.6829,1542,0.800000012,2
611,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,7,9,22,7,4,3,4,4,4,4,4,5,2,4,4,4,2,2,2,2,2,4,2,3,2,4,2,2,2,4,1,2,35,100,3,616.7999878,3598,1,3,3,0.800000012,0,13,8,0.766666651,6.8537,3084,0.766666651,4
612,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,2,1,1,5,4,4,4,4,4,4,4,1,7,23,1,4,4,4,4,2,4,5,5,2,4,4,4,2,2,2,4,2,4,2,3,2,4,2,4,2,4,1,1,43,100,10,1542,1233.599976,2,2,2,0.824999988,1,11,5,0.733333349,4.9024,5140,0.800000012,2
613,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,5,5,5,4,5,5,5,4,5,7,17,7,4,4,4,4,4,5,5,5,2,5,2,1,1,1,1,2,1,4,1,1,1,4,1,1,2,1,2,1,40,100,5,1028,5140,2,4,4,0.949999988,0,9,7,0.833333313,5.3171,10280,0.666666687,3
614,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,4,1,1,4,4,4,4,4,3,4,4,1,19,23,1,4,2,4,2,3,4,3,3,2,4,2,4,2,3,3,2,2,3,3,3,2,4,3,2,3,4,3,2,45,100,16,1542,1233.599976,1,1,1,0.774999976,1,7,6,0.633333325,4.5854,3084,0.600000024,1
615,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,4,4,4,1,7,17,1,2,2,2,2,2,1,5,4,2,4,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,3,30,100,5,514,34512.5,1,1,2,0.800000012,0,16,7,0.366666675,1.6829,10280,0.633333325,3
616,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,3,4,5,4,4,4,2,4,1,17,23,1,2,1,2,2,2,1,4,4,2,4,2,2,1,2,1,2,1,3,1,2,2,1,2,2,2,1,3,3,55,100,32,1028,3084,1,1,8,0.75,0,10,4,0.333333343,1.9512,6168,0.600000024,3
617,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,2,1,1,3,3,3,3,3,3,3,3,11,11,9,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,25,100,3,8738,30840,1,3,2,0.600000024,0,19,15,0.600000024,3.2195,5140,0.600000024,2
618,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,3,1,2,4,4,3,3,3,3,3,3,2,9,20,9,3,3,3,3,3,3,3,3,3,5,3,3,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,2,33,100,13,1542,2056,2,4,4,0.649999976,0,15,14,0.600000024,10.9512,2570,0.666666687,5
619,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,2,1,1,2,2,2,2,3,1,3,4,1,9,9,1,3,3,3,4,4,3,3,2,3,3,3,4,3,4,3,4,3,4,3,3,4,3,2,2,3,3,3,2,28,100,3,102.8000031,8224,3,2,2,0.474999994,0,10,6,0.666666687,1.8049,5140,0.600000024,2
620,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,3,1,1,4,4,4,4,4,4,4,4,5,12,12,5,4,4,2,4,4,4,4,4,2,4,2,3,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,35,100,3,514,5140,1,1,2,0.800000012,0,13,15,0.733333349,3.6098,1028,0.633333325,1
621,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,3,1,2,4,4,4,4,4,5,4,4,1,3,12,5,1,2,2,4,2,2,4,4,2,4,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,4,1,2,32,100,5,2570,1028,1,4,6,0.824999988,0,11,10,0.433333337,5.5366,1028,0.566666663,3
622,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,8,7,2,3,4,3,3,2,4,4,4,3,5,4,4,2,2,2,2,2,4,3,2,2,3,2,2,2,4,2,2,54,100,5,3598,10280,1,3,3,0.800000012,0,9,10,0.633333325,7.2683,7196,0.800000012,2
623,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,2,1,1,4,4,4,4,4,4,4,4,5,14,7,5,3,3,3,3,4,2,4,4,2,4,2,4,2,1,2,3,2,4,2,3,2,3,3,2,2,3,2,2,36,100,2,8738,12336,1,5,2,0.800000012,1,14,5,0.600000024,11.5366,15294,0.666666687,2
624,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,4,4,4,4,4,5,3,4,9,12,10,9,4,2,4,3,4,3,4,4,2,4,4,4,2,2,2,4,2,4,2,2,2,4,2,2,2,4,2,2,38,100,8,8224,10280,1,3,2,0.800000012,0,7,9,0.666666687,6.7805,8738,0.733333349,3
625,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,1,1,4,3,4,4,3,4,4,3,1,13,13,9,2,3,2,2,2,3,4,4,2,4,2,2,3,3,3,2,3,3,3,3,2,3,3,2,2,2,3,2,39,100,10,1028,1028,1,1,6,0.725000024,0,10,12,0.466666669,1.9512,2056,0.600000024,2
626,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,3,1,1,4,5,4,4,4,4,3,4,1,12,23,3,4,2,4,3,4,4,4,4,2,4,2,4,1,2,4,4,3,4,3,2,2,4,2,2,2,3,2,1,38,100,17,925.2000122,1542,1,5,6,0.800000012,1,7,4,0.699999988,11.0976,1542,0.666666687,2
